,AppId,Title,Date,Reviews,FullDescription,FullDescriptionWordFreq
220,com.mobileappsresearch.stockwatcher2.adfree,Stock Watcher 2 [Ad Free],2016-09-04,68,"This is the ad-free version of Stock Watcher 2 ==Please make sure you have tried Stock Watcher 2 before purchasing this appOther than ad-free, all features remain the same.----------------------------------------------------------------------------Stock Watcher brings real-time stock prices and your shares performance statistics to your Android device.  Here are our distinctive features: ■ Real-time stock update   Monitor the stock price updates in real-time* as well as the price change and ask-bid prices.■ Shares management   Real-time* update on your shares performance including the day gain/loss update and total portfolio return.■ Shares performance statistics   Quick charts to help analyzing your shares performance.■ Alert Center   Provide notification that you can setup when the stock prices/changes satisfy your criteria.■ Market movers    Highlight which stocks perform best/worst in the markets.■ Technical analysis chart   Rich technical analysis chart that you can customize with many technical indicators such as EMA Bollinger Bands, Parabolic SAR, etc.■ Financial news   Aggregate company news from different sources.■ Twitter status updates   Search twitter updates related to the company profile and news.■ Widgets   Three widgets are available: Stock, Portfolio, and Shares widget.■ Support Yahoo Finance Server in US, UK, Germany, France, Italy, Australia, New Zealand, Singapore, Canada Mexico, Brasil and Argentina.Note: + *) The real-time features depends on Yahoo Finance data availability+ Photos/Media/Files permission is required for Backup/Restore feature","[(--, 38), (stock, 8), (shares, 6), (features, 3), (updates, 3), (update, 3), (real-time, 3), (technical, 3), (watcher, 3), (performance, 3)]"
221,com.mobileappsresearch.stockwatcher2.adfree,Stock Watcher 2 [Ad Free],2016-09-05,68,"This is the ad-free version of Stock Watcher 2 ==Please make sure you have tried Stock Watcher 2 before purchasing this appOther than ad-free, all features remain the same.----------------------------------------------------------------------------Stock Watcher brings real-time stock prices and your shares performance statistics to your Android device.  Here are our distinctive features: ■ Real-time stock update   Monitor the stock price updates in real-time* as well as the price change and ask-bid prices.■ Shares management   Real-time* update on your shares performance including the day gain/loss update and total portfolio return.■ Shares performance statistics   Quick charts to help analyzing your shares performance.■ Alert Center   Provide notification that you can setup when the stock prices/changes satisfy your criteria.■ Market movers    Highlight which stocks perform best/worst in the markets.■ Technical analysis chart   Rich technical analysis chart that you can customize with many technical indicators such as EMA Bollinger Bands, Parabolic SAR, etc.■ Financial news   Aggregate company news from different sources.■ Twitter status updates   Search twitter updates related to the company profile and news.■ Widgets   Three widgets are available: Stock, Portfolio, and Shares widget.■ Support Yahoo Finance Server in US, UK, Germany, France, Italy, Australia, New Zealand, Singapore, Canada Mexico, Brasil and Argentina.Note: + *) The real-time features depends on Yahoo Finance data availability+ Photos/Media/Files permission is required for Backup/Restore feature","[(--, 38), (stock, 8), (shares, 6), (features, 3), (updates, 3), (update, 3), (real-time, 3), (technical, 3), (watcher, 3), (performance, 3)]"
222,com.mobileappsresearch.stockwatcher2.adfree,Stock Watcher 2 [Ad Free],2016-09-06,68,"This is the ad-free version of Stock Watcher 2 ==Please make sure you have tried Stock Watcher 2 before purchasing this appOther than ad-free, all features remain the same.----------------------------------------------------------------------------Stock Watcher brings real-time stock prices and your shares performance statistics to your Android device.  Here are our distinctive features: ■ Real-time stock update   Monitor the stock price updates in real-time* as well as the price change and ask-bid prices.■ Shares management   Real-time* update on your shares performance including the day gain/loss update and total portfolio return.■ Shares performance statistics   Quick charts to help analyzing your shares performance.■ Alert Center   Provide notification that you can setup when the stock prices/changes satisfy your criteria.■ Market movers    Highlight which stocks perform best/worst in the markets.■ Technical analysis chart   Rich technical analysis chart that you can customize with many technical indicators such as EMA Bollinger Bands, Parabolic SAR, etc.■ Financial news   Aggregate company news from different sources.■ Twitter status updates   Search twitter updates related to the company profile and news.■ Widgets   Three widgets are available: Stock, Portfolio, and Shares widget.■ Support Yahoo Finance Server in US, UK, Germany, France, Italy, Australia, New Zealand, Singapore, Canada Mexico, Brasil and Argentina.Note: + *) The real-time features depends on Yahoo Finance data availability+ Photos/Media/Files permission is required for Backup/Restore feature","[(--, 38), (stock, 8), (shares, 6), (features, 3), (updates, 3), (update, 3), (real-time, 3), (technical, 3), (watcher, 3), (performance, 3)]"
223,com.mobileappsresearch.stockwatcher2.adfree,Stock Watcher 2 [Ad Free],2016-09-07,68,"This is the ad-free version of Stock Watcher 2 ==Please make sure you have tried Stock Watcher 2 before purchasing this appOther than ad-free, all features remain the same.----------------------------------------------------------------------------Stock Watcher brings real-time stock prices and your shares performance statistics to your Android device.  Here are our distinctive features: ■ Real-time stock update   Monitor the stock price updates in real-time* as well as the price change and ask-bid prices.■ Shares management   Real-time* update on your shares performance including the day gain/loss update and total portfolio return.■ Shares performance statistics   Quick charts to help analyzing your shares performance.■ Alert Center   Provide notification that you can setup when the stock prices/changes satisfy your criteria.■ Market movers    Highlight which stocks perform best/worst in the markets.■ Technical analysis chart   Rich technical analysis chart that you can customize with many technical indicators such as EMA Bollinger Bands, Parabolic SAR, etc.■ Financial news   Aggregate company news from different sources.■ Twitter status updates   Search twitter updates related to the company profile and news.■ Widgets   Three widgets are available: Stock, Portfolio, and Shares widget.■ Support Yahoo Finance Server in US, UK, Germany, France, Italy, Australia, New Zealand, Singapore, Canada Mexico, Brasil and Argentina.Note: + *) The real-time features depends on Yahoo Finance data availability+ Photos/Media/Files permission is required for Backup/Restore feature","[(--, 38), (stock, 8), (shares, 6), (features, 3), (updates, 3), (update, 3), (real-time, 3), (technical, 3), (watcher, 3), (performance, 3)]"
224,com.stockmarket.stockscreener_pro,Stock Screener Pro,2016-09-04,21,"This is the PRO version of our free stock screener app. It has all the features that the free version has. The differences in this PRO version is1. The Stock Screener Pro allows you to combine multiple technical indicators and scan the stock market. This will save you a lot of time as you no longer need to scan technical indicator one by one. For example, you can search for stocks trading in the range of $5-$10 with volume 100,000-1,000,000 that formed a bullish engulfing pattern and a macd crossover with one shot. It takes only a few seconds to get you the result sets you desired.2. Removed AdsStock Screener search US stock market based on technical indicators which allows you to find trade setups to swing trade. This is an End of Day Technical Stock Screener, meaning the stock quote data is updated at the end of the day. We do not offer real time stock quotes for our stock screener. If you are a day trader, this app might not be useful. However, if you are a short term swing trader, you will find this stock screener app useful.There are a variety of technical indicators that you can scan the stock market for trading setups. You will find stocks to watch with our stock market screener. Our stock screener uses stock charts from Finviz. The stock charts uses intraday data which is delay by 15 minutes.This stock scanner scans for stocks based on technical indicators only, it does not care about the fundamental data like PE ratio. If you are looking for a fundamental stock screener, this app is not for you.Below is a list of the most popular stock chart patterns and technical indicators that you can use with our stock screener app.Daily Stock Gainers and Losers - You can find daily stock gainers and losersPrice Stock Screener - allows you to search for stocks based on price.Volume Stock Screener - allows you to search for stocks based on volume moment.Penny Stock Screener - allows you to search for small cap stocks as well as penny stocks listed on NYSE, NASDAQ and AMEX.MACD Stock Screener - MACD is a popular technical indicator that are widely used by swing traders. Our MACD stock screener allows you to scan for MACD crossover, cross down, divergence and bearish divergence patterns. Candlestick Stock Screener - Our candlestick stock screener allows you to scan for the most popular candlestick patterns. Many of these patterns are reversal patterns allowing you to jump on a trend early. RSI Stock Screener - allows you to find oversold and overbought stocks and stocks with RSI increasing or decreasing. Moving Average Stock Screener - Moving average crossovers generate bullish signal. You can add stocks to your watchlist when these crossover occurs. You can use both moving average and exponential moving average. Bollinger Band Stock Screener - Bollinger Band is a nice chart pattern to see when you should get in or get out from a stock. The idea is when the stock price moves above the upper bollinger band, it is time to sell. When the stock price moves above the lower bollinger band, it is time to buy. Stochastic Stock Screener - Stochastic can be use as a leading indicator when you use it to find overbought and oversold stocks. ADX Stock Screener - ADX is a technical indicator to measure the strength of a stock trend without regard to its direction. Our ADX screener gives you the ability to scan for stocks with strong trends. MFI Stock Screener - is a technical indicator that uses stock price and volume to measure buying and selling pressure. It can also be used to find oversold and overbought stocks.CCI Screener - Commodity Channel Index can be used to identify a new trend or warning of extreme conditions when a stock is overbought or oversold. CCI Stock Screener","[(stock, 40), (screener, 26), (stocks, 12), (technical, 10), (allows, 8), (find, 7), (scan, 6), (indicator, 5), (search, 5), (indicators, 5)]"
225,com.stockmarket.stockscreener_pro,Stock Screener Pro,2016-09-05,21,"This is the PRO version of our free stock screener app. It has all the features that the free version has. The differences in this PRO version is1. The Stock Screener Pro allows you to combine multiple technical indicators and scan the stock market. This will save you a lot of time as you no longer need to scan technical indicator one by one. For example, you can search for stocks trading in the range of $5-$10 with volume 100,000-1,000,000 that formed a bullish engulfing pattern and a macd crossover with one shot. It takes only a few seconds to get you the result sets you desired.2. Removed AdsStock Screener search US stock market based on technical indicators which allows you to find trade setups to swing trade. This is an End of Day Technical Stock Screener, meaning the stock quote data is updated at the end of the day. We do not offer real time stock quotes for our stock screener. If you are a day trader, this app might not be useful. However, if you are a short term swing trader, you will find this stock screener app useful.There are a variety of technical indicators that you can scan the stock market for trading setups. You will find stocks to watch with our stock market screener. Our stock screener uses stock charts from Finviz. The stock charts uses intraday data which is delay by 15 minutes.This stock scanner scans for stocks based on technical indicators only, it does not care about the fundamental data like PE ratio. If you are looking for a fundamental stock screener, this app is not for you.Below is a list of the most popular stock chart patterns and technical indicators that you can use with our stock screener app.Daily Stock Gainers and Losers - You can find daily stock gainers and losersPrice Stock Screener - allows you to search for stocks based on price.Volume Stock Screener - allows you to search for stocks based on volume moment.Penny Stock Screener - allows you to search for small cap stocks as well as penny stocks listed on NYSE, NASDAQ and AMEX.MACD Stock Screener - MACD is a popular technical indicator that are widely used by swing traders. Our MACD stock screener allows you to scan for MACD crossover, cross down, divergence and bearish divergence patterns. Candlestick Stock Screener - Our candlestick stock screener allows you to scan for the most popular candlestick patterns. Many of these patterns are reversal patterns allowing you to jump on a trend early. RSI Stock Screener - allows you to find oversold and overbought stocks and stocks with RSI increasing or decreasing. Moving Average Stock Screener - Moving average crossovers generate bullish signal. You can add stocks to your watchlist when these crossover occurs. You can use both moving average and exponential moving average. Bollinger Band Stock Screener - Bollinger Band is a nice chart pattern to see when you should get in or get out from a stock. The idea is when the stock price moves above the upper bollinger band, it is time to sell. When the stock price moves above the lower bollinger band, it is time to buy. Stochastic Stock Screener - Stochastic can be use as a leading indicator when you use it to find overbought and oversold stocks. ADX Stock Screener - ADX is a technical indicator to measure the strength of a stock trend without regard to its direction. Our ADX screener gives you the ability to scan for stocks with strong trends. MFI Stock Screener - is a technical indicator that uses stock price and volume to measure buying and selling pressure. It can also be used to find oversold and overbought stocks.CCI Screener - Commodity Channel Index can be used to identify a new trend or warning of extreme conditions when a stock is overbought or oversold. CCI Stock Screener","[(stock, 40), (screener, 26), (stocks, 12), (technical, 10), (allows, 8), (find, 7), (scan, 6), (indicator, 5), (search, 5), (indicators, 5)]"
226,com.stockmarket.stockscreener_pro,Stock Screener Pro,2016-09-06,21,"This is the PRO version of our free stock screener app. It has all the features that the free version has. The differences in this PRO version is1. The Stock Screener Pro allows you to combine multiple technical indicators and scan the stock market. This will save you a lot of time as you no longer need to scan technical indicator one by one. For example, you can search for stocks trading in the range of $5-$10 with volume 100,000-1,000,000 that formed a bullish engulfing pattern and a macd crossover with one shot. It takes only a few seconds to get you the result sets you desired.2. Removed AdsStock Screener search US stock market based on technical indicators which allows you to find trade setups to swing trade. This is an End of Day Technical Stock Screener, meaning the stock quote data is updated at the end of the day. We do not offer real time stock quotes for our stock screener. If you are a day trader, this app might not be useful. However, if you are a short term swing trader, you will find this stock screener app useful.There are a variety of technical indicators that you can scan the stock market for trading setups. You will find stocks to watch with our stock market screener. Our stock screener uses stock charts from Finviz. The stock charts uses intraday data which is delay by 15 minutes.This stock scanner scans for stocks based on technical indicators only, it does not care about the fundamental data like PE ratio. If you are looking for a fundamental stock screener, this app is not for you.Below is a list of the most popular stock chart patterns and technical indicators that you can use with our stock screener app.Daily Stock Gainers and Losers - You can find daily stock gainers and losersPrice Stock Screener - allows you to search for stocks based on price.Volume Stock Screener - allows you to search for stocks based on volume moment.Penny Stock Screener - allows you to search for small cap stocks as well as penny stocks listed on NYSE, NASDAQ and AMEX.MACD Stock Screener - MACD is a popular technical indicator that are widely used by swing traders. Our MACD stock screener allows you to scan for MACD crossover, cross down, divergence and bearish divergence patterns. Candlestick Stock Screener - Our candlestick stock screener allows you to scan for the most popular candlestick patterns. Many of these patterns are reversal patterns allowing you to jump on a trend early. RSI Stock Screener - allows you to find oversold and overbought stocks and stocks with RSI increasing or decreasing. Moving Average Stock Screener - Moving average crossovers generate bullish signal. You can add stocks to your watchlist when these crossover occurs. You can use both moving average and exponential moving average. Bollinger Band Stock Screener - Bollinger Band is a nice chart pattern to see when you should get in or get out from a stock. The idea is when the stock price moves above the upper bollinger band, it is time to sell. When the stock price moves above the lower bollinger band, it is time to buy. Stochastic Stock Screener - Stochastic can be use as a leading indicator when you use it to find overbought and oversold stocks. ADX Stock Screener - ADX is a technical indicator to measure the strength of a stock trend without regard to its direction. Our ADX screener gives you the ability to scan for stocks with strong trends. MFI Stock Screener - is a technical indicator that uses stock price and volume to measure buying and selling pressure. It can also be used to find oversold and overbought stocks.CCI Screener - Commodity Channel Index can be used to identify a new trend or warning of extreme conditions when a stock is overbought or oversold. CCI Stock Screener","[(stock, 40), (screener, 26), (stocks, 12), (technical, 10), (allows, 8), (find, 7), (scan, 6), (indicator, 5), (search, 5), (indicators, 5)]"
227,com.stockmarket.stockscreener_pro,Stock Screener Pro,2016-09-07,21,"This is the PRO version of our free stock screener app. It has all the features that the free version has. The differences in this PRO version is1. The Stock Screener Pro allows you to combine multiple technical indicators and scan the stock market. This will save you a lot of time as you no longer need to scan technical indicator one by one. For example, you can search for stocks trading in the range of $5-$10 with volume 100,000-1,000,000 that formed a bullish engulfing pattern and a macd crossover with one shot. It takes only a few seconds to get you the result sets you desired.2. Removed AdsStock Screener search US stock market based on technical indicators which allows you to find trade setups to swing trade. This is an End of Day Technical Stock Screener, meaning the stock quote data is updated at the end of the day. We do not offer real time stock quotes for our stock screener. If you are a day trader, this app might not be useful. However, if you are a short term swing trader, you will find this stock screener app useful.There are a variety of technical indicators that you can scan the stock market for trading setups. You will find stocks to watch with our stock market screener. Our stock screener uses stock charts from Finviz. The stock charts uses intraday data which is delay by 15 minutes.This stock scanner scans for stocks based on technical indicators only, it does not care about the fundamental data like PE ratio. If you are looking for a fundamental stock screener, this app is not for you.Below is a list of the most popular stock chart patterns and technical indicators that you can use with our stock screener app.Daily Stock Gainers and Losers - You can find daily stock gainers and losersPrice Stock Screener - allows you to search for stocks based on price.Volume Stock Screener - allows you to search for stocks based on volume moment.Penny Stock Screener - allows you to search for small cap stocks as well as penny stocks listed on NYSE, NASDAQ and AMEX.MACD Stock Screener - MACD is a popular technical indicator that are widely used by swing traders. Our MACD stock screener allows you to scan for MACD crossover, cross down, divergence and bearish divergence patterns. Candlestick Stock Screener - Our candlestick stock screener allows you to scan for the most popular candlestick patterns. Many of these patterns are reversal patterns allowing you to jump on a trend early. RSI Stock Screener - allows you to find oversold and overbought stocks and stocks with RSI increasing or decreasing. Moving Average Stock Screener - Moving average crossovers generate bullish signal. You can add stocks to your watchlist when these crossover occurs. You can use both moving average and exponential moving average. Bollinger Band Stock Screener - Bollinger Band is a nice chart pattern to see when you should get in or get out from a stock. The idea is when the stock price moves above the upper bollinger band, it is time to sell. When the stock price moves above the lower bollinger band, it is time to buy. Stochastic Stock Screener - Stochastic can be use as a leading indicator when you use it to find overbought and oversold stocks. ADX Stock Screener - ADX is a technical indicator to measure the strength of a stock trend without regard to its direction. Our ADX screener gives you the ability to scan for stocks with strong trends. MFI Stock Screener - is a technical indicator that uses stock price and volume to measure buying and selling pressure. It can also be used to find oversold and overbought stocks.CCI Screener - Commodity Channel Index can be used to identify a new trend or warning of extreme conditions when a stock is overbought or oversold. CCI Stock Screener","[(stock, 40), (screener, 26), (stocks, 12), (technical, 10), (allows, 8), (find, 7), (scan, 6), (indicator, 5), (search, 5), (indicators, 5)]"
228,com.wcd.tipseepro,TipSee Pro -Mobile Tip Tracker,2016-09-04,233,"TipSee Pro has all the great features of TipSee Free - Mobile Tip Tracker, with the added capabilities of:- Calculates Tips plus Wages- Allows multiple Wages to be assigned to a single job.- Tracks two separate jobs simultaneously, or two separate shifts- TipOuts- Shows many stats for each job (or Shift) or for both jobs(or Shift) combined- Tip_Report/Advance_Search and Stats (can email report)- Track tips from Credit Cards, or Tips from other dept.- Track Tips by Individual Client- Tracks your Gross and Net pay- Set individual Notification Reminder times- Select any day as start of work-week separately for each Job.- Tracking Sales Revenue- Select the page where TipSee first opens- Install Widget to see current tip totals and open the App- Enter Zero Amount, Zero Hours to display day-off on Calendar- Can set daily Tip/Hr goal limits- Support for International Symbols- Feature enhancement for Tip-Outs (supports Tip-Outs as a percentage of total Tips)Learn how to use features at:http://tipsee.webcoastapps.com/android-app--pro.phpTip_Report/Advance_SearchWith Advance search, you can see at a glance all your important Stats for the current month, last month, current year, last year, last 7 days, or between any two dates you select.  Search results not only shows your tips, but will calculate your max, min or average tips over the period you selected and more.  Tip totals and wage totals can be viewed separated or combined together.TipSeePro even has the ability to list past, current and future jobs, along with your wages, all color coded on your calendar, for easy visual display along with your tip totals.Optional Items To TrackAllows you to enter tips from credit cards, other departments, or other employees. These amounts are tracked separately, but also totaled together. This information is entered on the ""Edit"" page for any date. When information is entered for these optional items, a marker is placed on the calendar, reminding you that you can check the Edit page to review the details.  This feature can be use for other purposes, eg to keep track of overtime pay or to keep track of two shifts for one or both of your Jobs.  This feature can be activated on the Options/Optional Items To Track page.Tip Tracking by ClientWith this feature you are able to select from the Options section, whether you want to track your tips as normal, or to record each tip you get associated with each client.  Although you must select one mode or the other, you can easily switch between modes.Tips plus WagesYou can choose to view only tips, or tips plus wages on the calendar page. Go to  Options and select ""Wage and Job Setup"".   Select the “+” in the upper right corner of the page to add a new Job.  You can enter the Hourly wage and a default for the no. of hours worked.  If zero is entered for Hourly wages, only tips will be displayed on the Calendar page.WidgetWe have created a Widget for TipSee.  The widget will display your tips for the current week, month and year.  You can tap on the TipSee icon to open and enter new tips.Upload your favorite photo from time to time as a background image to customize the app to your liking.  If you have two tip producing jobs, upload a personal image for each job. If you like TipSee PRO, than the best way to thank us, is to recommend it to a friend!IF YOU HAVE ANY COMMENTS OR QUESTIONS, PLEASE CONTACT US USING ""HELP CENTER/GIVE FEEDBACK"" ON THE PULL DOWN MENU.  PLEASE DO NOT GIVE US A RATING LESS THEN 5 STARS WITHOUT FIRST CONTACTING US USING THE FEEDBACK FORM IN THE APP.You can try TipSee for free at:https://play.google.com/store/apps/details?id=com.wcd.tipseeWe highly recommend if you purchase the pro version, do it at a time when you can try it out immediately, since google has the following policy: “After purchasing an app on Google Play, you can return it within 2 hours for a full refund.” ALL REFUNDS ARE THROUGH GOOGLE.","[(tips, 13), (select, 7), (tipsee, 7), (tip, 6), (track, 6), (page, 5), (current, 5), (two, 5), (jobs, 5), (calendar, 4)]"
229,com.wcd.tipseepro,TipSee Pro -Mobile Tip Tracker,2016-09-05,233,"TipSee Pro has all the great features of TipSee Free - Mobile Tip Tracker, with the added capabilities of:- Calculates Tips plus Wages- Allows multiple Wages to be assigned to a single job.- Tracks two separate jobs simultaneously, or two separate shifts- TipOuts- Shows many stats for each job (or Shift) or for both jobs(or Shift) combined- Tip_Report/Advance_Search and Stats (can email report)- Track tips from Credit Cards, or Tips from other dept.- Track Tips by Individual Client- Tracks your Gross and Net pay- Set individual Notification Reminder times- Select any day as start of work-week separately for each Job.- Tracking Sales Revenue- Select the page where TipSee first opens- Install Widget to see current tip totals and open the App- Enter Zero Amount, Zero Hours to display day-off on Calendar- Can set daily Tip/Hr goal limits- Support for International Symbols- Feature enhancement for Tip-Outs (supports Tip-Outs as a percentage of total Tips)Learn how to use features at:http://tipsee.webcoastapps.com/android-app--pro.phpTip_Report/Advance_SearchWith Advance search, you can see at a glance all your important Stats for the current month, last month, current year, last year, last 7 days, or between any two dates you select.  Search results not only shows your tips, but will calculate your max, min or average tips over the period you selected and more.  Tip totals and wage totals can be viewed separated or combined together.TipSeePro even has the ability to list past, current and future jobs, along with your wages, all color coded on your calendar, for easy visual display along with your tip totals.Optional Items To TrackAllows you to enter tips from credit cards, other departments, or other employees. These amounts are tracked separately, but also totaled together. This information is entered on the ""Edit"" page for any date. When information is entered for these optional items, a marker is placed on the calendar, reminding you that you can check the Edit page to review the details.  This feature can be use for other purposes, eg to keep track of overtime pay or to keep track of two shifts for one or both of your Jobs.  This feature can be activated on the Options/Optional Items To Track page.Tip Tracking by ClientWith this feature you are able to select from the Options section, whether you want to track your tips as normal, or to record each tip you get associated with each client.  Although you must select one mode or the other, you can easily switch between modes.Tips plus WagesYou can choose to view only tips, or tips plus wages on the calendar page. Go to  Options and select ""Wage and Job Setup"".   Select the “+” in the upper right corner of the page to add a new Job.  You can enter the Hourly wage and a default for the no. of hours worked.  If zero is entered for Hourly wages, only tips will be displayed on the Calendar page.WidgetWe have created a Widget for TipSee.  The widget will display your tips for the current week, month and year.  You can tap on the TipSee icon to open and enter new tips.Upload your favorite photo from time to time as a background image to customize the app to your liking.  If you have two tip producing jobs, upload a personal image for each job. If you like TipSee PRO, than the best way to thank us, is to recommend it to a friend!IF YOU HAVE ANY COMMENTS OR QUESTIONS, PLEASE CONTACT US USING ""HELP CENTER/GIVE FEEDBACK"" ON THE PULL DOWN MENU.  PLEASE DO NOT GIVE US A RATING LESS THEN 5 STARS WITHOUT FIRST CONTACTING US USING THE FEEDBACK FORM IN THE APP.You can try TipSee for free at:https://play.google.com/store/apps/details?id=com.wcd.tipseeWe highly recommend if you purchase the pro version, do it at a time when you can try it out immediately, since google has the following policy: “After purchasing an app on Google Play, you can return it within 2 hours for a full refund.” ALL REFUNDS ARE THROUGH GOOGLE.","[(tips, 13), (select, 7), (tipsee, 7), (tip, 6), (track, 6), (page, 5), (current, 5), (two, 5), (jobs, 5), (calendar, 4)]"
230,com.wcd.tipseepro,TipSee Pro -Mobile Tip Tracker,2016-09-06,233,"TipSee Pro has all the great features of TipSee Free - Mobile Tip Tracker, with the added capabilities of:- Calculates Tips plus Wages- Allows multiple Wages to be assigned to a single job.- Tracks two separate jobs simultaneously, or two separate shifts- TipOuts- Shows many stats for each job (or Shift) or for both jobs(or Shift) combined- Tip_Report/Advance_Search and Stats (can email report)- Track tips from Credit Cards, or Tips from other dept.- Track Tips by Individual Client- Tracks your Gross and Net pay- Set individual Notification Reminder times- Select any day as start of work-week separately for each Job.- Tracking Sales Revenue- Select the page where TipSee first opens- Install Widget to see current tip totals and open the App- Enter Zero Amount, Zero Hours to display day-off on Calendar- Can set daily Tip/Hr goal limits- Support for International Symbols- Feature enhancement for Tip-Outs (supports Tip-Outs as a percentage of total Tips)Learn how to use features at:http://tipsee.webcoastapps.com/android-app--pro.phpTip_Report/Advance_SearchWith Advance search, you can see at a glance all your important Stats for the current month, last month, current year, last year, last 7 days, or between any two dates you select.  Search results not only shows your tips, but will calculate your max, min or average tips over the period you selected and more.  Tip totals and wage totals can be viewed separated or combined together.TipSeePro even has the ability to list past, current and future jobs, along with your wages, all color coded on your calendar, for easy visual display along with your tip totals.Optional Items To TrackAllows you to enter tips from credit cards, other departments, or other employees. These amounts are tracked separately, but also totaled together. This information is entered on the ""Edit"" page for any date. When information is entered for these optional items, a marker is placed on the calendar, reminding you that you can check the Edit page to review the details.  This feature can be use for other purposes, eg to keep track of overtime pay or to keep track of two shifts for one or both of your Jobs.  This feature can be activated on the Options/Optional Items To Track page.Tip Tracking by ClientWith this feature you are able to select from the Options section, whether you want to track your tips as normal, or to record each tip you get associated with each client.  Although you must select one mode or the other, you can easily switch between modes.Tips plus WagesYou can choose to view only tips, or tips plus wages on the calendar page. Go to  Options and select ""Wage and Job Setup"".   Select the “+” in the upper right corner of the page to add a new Job.  You can enter the Hourly wage and a default for the no. of hours worked.  If zero is entered for Hourly wages, only tips will be displayed on the Calendar page.WidgetWe have created a Widget for TipSee.  The widget will display your tips for the current week, month and year.  You can tap on the TipSee icon to open and enter new tips.Upload your favorite photo from time to time as a background image to customize the app to your liking.  If you have two tip producing jobs, upload a personal image for each job. If you like TipSee PRO, than the best way to thank us, is to recommend it to a friend!IF YOU HAVE ANY COMMENTS OR QUESTIONS, PLEASE CONTACT US USING ""HELP CENTER/GIVE FEEDBACK"" ON THE PULL DOWN MENU.  PLEASE DO NOT GIVE US A RATING LESS THEN 5 STARS WITHOUT FIRST CONTACTING US USING THE FEEDBACK FORM IN THE APP.You can try TipSee for free at:https://play.google.com/store/apps/details?id=com.wcd.tipseeWe highly recommend if you purchase the pro version, do it at a time when you can try it out immediately, since google has the following policy: “After purchasing an app on Google Play, you can return it within 2 hours for a full refund.” ALL REFUNDS ARE THROUGH GOOGLE.","[(tips, 13), (select, 7), (tipsee, 7), (tip, 6), (track, 6), (page, 5), (current, 5), (two, 5), (jobs, 5), (calendar, 4)]"
231,com.wcd.tipseepro,TipSee Pro -Mobile Tip Tracker,2016-09-07,233,"TipSee Pro has all the great features of TipSee Free - Mobile Tip Tracker, with the added capabilities of:- Calculates Tips plus Wages- Allows multiple Wages to be assigned to a single job.- Tracks two separate jobs simultaneously, or two separate shifts- TipOuts- Shows many stats for each job (or Shift) or for both jobs(or Shift) combined- Tip_Report/Advance_Search and Stats (can email report)- Track tips from Credit Cards, or Tips from other dept.- Track Tips by Individual Client- Tracks your Gross and Net pay- Set individual Notification Reminder times- Select any day as start of work-week separately for each Job.- Tracking Sales Revenue- Select the page where TipSee first opens- Install Widget to see current tip totals and open the App- Enter Zero Amount, Zero Hours to display day-off on Calendar- Can set daily Tip/Hr goal limits- Support for International Symbols- Feature enhancement for Tip-Outs (supports Tip-Outs as a percentage of total Tips)Learn how to use features at:http://tipsee.webcoastapps.com/android-app--pro.phpTip_Report/Advance_SearchWith Advance search, you can see at a glance all your important Stats for the current month, last month, current year, last year, last 7 days, or between any two dates you select.  Search results not only shows your tips, but will calculate your max, min or average tips over the period you selected and more.  Tip totals and wage totals can be viewed separated or combined together.TipSeePro even has the ability to list past, current and future jobs, along with your wages, all color coded on your calendar, for easy visual display along with your tip totals.Optional Items To TrackAllows you to enter tips from credit cards, other departments, or other employees. These amounts are tracked separately, but also totaled together. This information is entered on the ""Edit"" page for any date. When information is entered for these optional items, a marker is placed on the calendar, reminding you that you can check the Edit page to review the details.  This feature can be use for other purposes, eg to keep track of overtime pay or to keep track of two shifts for one or both of your Jobs.  This feature can be activated on the Options/Optional Items To Track page.Tip Tracking by ClientWith this feature you are able to select from the Options section, whether you want to track your tips as normal, or to record each tip you get associated with each client.  Although you must select one mode or the other, you can easily switch between modes.Tips plus WagesYou can choose to view only tips, or tips plus wages on the calendar page. Go to  Options and select ""Wage and Job Setup"".   Select the “+” in the upper right corner of the page to add a new Job.  You can enter the Hourly wage and a default for the no. of hours worked.  If zero is entered for Hourly wages, only tips will be displayed on the Calendar page.WidgetWe have created a Widget for TipSee.  The widget will display your tips for the current week, month and year.  You can tap on the TipSee icon to open and enter new tips.Upload your favorite photo from time to time as a background image to customize the app to your liking.  If you have two tip producing jobs, upload a personal image for each job. If you like TipSee PRO, than the best way to thank us, is to recommend it to a friend!IF YOU HAVE ANY COMMENTS OR QUESTIONS, PLEASE CONTACT US USING ""HELP CENTER/GIVE FEEDBACK"" ON THE PULL DOWN MENU.  PLEASE DO NOT GIVE US A RATING LESS THEN 5 STARS WITHOUT FIRST CONTACTING US USING THE FEEDBACK FORM IN THE APP.You can try TipSee for free at:https://play.google.com/store/apps/details?id=com.wcd.tipseeWe highly recommend if you purchase the pro version, do it at a time when you can try it out immediately, since google has the following policy: “After purchasing an app on Google Play, you can return it within 2 hours for a full refund.” ALL REFUNDS ARE THROUGH GOOGLE.","[(tips, 13), (select, 7), (tipsee, 7), (tip, 6), (track, 6), (page, 5), (current, 5), (two, 5), (jobs, 5), (calendar, 4)]"
